Region,Month,Retail price,Year
PJM,11,7.87,2001
PJM,11,7.8,2002
PJM,11,7.9,2003
PJM,11,7.96,2004
PJM,11,8.26,2005
PJM,11,8.72,2006
PJM,11,8.98,2007
PJM,11,9.3,2008
PJM,11,9.41,2009
PJM,11,10.18,2010
PJM,11,10.19,2011
PJM,11,9.85,2012
PJM,11,9.67,2013
PJM,11,9.94,2014
PJM,11,10.19,2015
PJM,11,10.06,2016
PJM,11,9.96,2017
PJM,11,10.04,2018
PJM,11,9.78,2019
PJM,11,9.59,2020
PJM,11,10.5,2021
PJM,11,12.23,2022
PJM,11,12.6,2023
PJM,11,12.4,2024
PJM,10,7.95,2001
PJM,10,7.98,2002
PJM,10,7.97,2003
PJM,10,7.9,2004
PJM,10,8.23,2005
PJM,10,8.54,2006
PJM,10,9.05,2007
PJM,10,9.36,2008
PJM,10,9.52,2009
PJM,10,10.16,2010
PJM,10,10.22,2011
PJM,10,9.66,2012
PJM,10,9.56,2013
PJM,10,9.7,2014
PJM,10,10.17,2015
PJM,10,10,2016
PJM,10,9.98,2017
PJM,10,9.89,2018
PJM,10,9.51,2019
PJM,10,9.37,2020
PJM,10,10.11,2021
PJM,10,12.11,2022
PJM,10,12.18,2023
PJM,10,12.15,2024
PJM,9,8.19,2001
PJM,9,8.29,2002
PJM,9,8.33,2003
PJM,9,8.21,2004
PJM,9,8.43,2005
PJM,9,8.67,2006
PJM,9,9.15,2007
PJM,9,9.35,2008
PJM,9,9.61,2009
PJM,9,10.42,2010
PJM,9,10.58,2011
PJM,9,9.75,2012
PJM,9,9.84,2013
PJM,9,9.96,2014
PJM,9,10.4,2015
PJM,9,10.21,2016
PJM,9,9.98,2017
PJM,9,9.89,2018
PJM,9,9.63,2019
PJM,9,9.51,2020
PJM,9,10.1,2021
PJM,9,12.55,2022
PJM,9,12.3,2023
PJM,9,12.2,2024
MISO,4,5.14,2001
MISO,4,5.36,2002
MISO,4,5.38,2003
MISO,4,5.49,2004
MISO,4,5.86,2005
MISO,4,6.69,2006
MISO,4,6.52,2007
MISO,4,6.92,2008
MISO,4,7.7,2009
MISO,4,7.43,2010
MISO,4,7.83,2011
MISO,4,8.47,2012
MISO,4,8.73,2013
MISO,4,8.94,2014
MISO,4,9.01,2015
MISO,4,9.12,2016
MISO,4,9.76,2017
MISO,4,9.61,2018
MISO,4,9.99,2019
MISO,4,10.02,2020
MISO,4,9.89,2021
MISO,4,10.89,2022
MISO,4,11.37,2023
MISO,4,11.29,2024
MISO,4,12.62,2025
MISO,8,5.38,2001
MISO,8,5.5,2002
MISO,8,5.56,2003
MISO,8,5.83,2004
MISO,8,6.07,2005
MISO,8,6.73,2006
MISO,8,6.83,2007
MISO,8,7.48,2008
MISO,8,7.78,2009
MISO,8,7.93,2010
MISO,8,8.15,2011
MISO,8,8.27,2012
MISO,8,8.94,2013
MISO,8,9.25,2014
MISO,8,9.09,2015
MISO,8,9.39,2016
MISO,8,9.8,2017
MISO,8,9.87,2018
MISO,8,9.87,2019
MISO,8,9.89,2020
MISO,8,10.54,2021
MISO,8,12.49,2022
MISO,8,11.32,2023
MISO,8,11.54,2024
MISO,12,5.39,2001
MISO,12,5.1,2002
MISO,12,5.27,2003
MISO,12,5.53,2004
MISO,12,5.89,2005
MISO,12,6.27,2006
MISO,12,6.38,2007
MISO,12,7.28,2008
MISO,12,7.31,2009
MISO,12,7.8,2010
MISO,12,7.94,2011
MISO,12,8.37,2012
MISO,12,8.7,2013
MISO,12,9.01,2014
MISO,12,8.84,2015
MISO,12,9.63,2016
MISO,12,9.65,2017
MISO,12,10.04,2018
MISO,12,9.6,2019
MISO,12,10.07,2020
MISO,12,10.67,2021
MISO,12,12.53,2022
MISO,12,11.28,2023
MISO,12,11.31,2024
MISO,2,5.08,2001
MISO,2,5.33,2002
MISO,2,5.32,2003
MISO,2,5.3,2004
MISO,2,5.66,2005
MISO,2,6.17,2006
MISO,2,6.18,2007
MISO,2,6.6,2008
MISO,2,7.75,2009
MISO,2,7.33,2010
MISO,2,7.87,2011
MISO,2,8.22,2012
MISO,2,8.5,2013
MISO,2,9.04,2014
MISO,2,9.04,2015
MISO,2,8.76,2016
MISO,2,9.72,2017
MISO,2,9.61,2018
MISO,2,10.06,2019
MISO,2,9.64,2020
MISO,2,10.3,2021
MISO,2,10.68,2022
MISO,2,12.88,2023
MISO,2,11.28,2024
MISO,2,12.11,2025
MISO,1,5.05,2001
MISO,1,5.29,2002
MISO,1,5.26,2003
MISO,1,5.25,2004
MISO,1,5.57,2005
MISO,1,6.02,2006
MISO,1,6.01,2007
MISO,1,6.55,2008
MISO,1,7.58,2009
MISO,1,7.25,2010
MISO,1,7.74,2011
MISO,1,8.23,2012
MISO,1,8.43,2013
MISO,1,8.86,2014
MISO,1,9.05,2015
MISO,1,8.77,2016
MISO,1,9.85,2017
MISO,1,9.6,2018
MISO,1,9.87,2019
MISO,1,9.71,2020
MISO,1,9.73,2021
MISO,1,10.61,2022
MISO,1,12.57,2023
MISO,1,11.42,2024
MISO,1,11.81,2025
MISO,7,5.45,2001
MISO,7,5.56,2002
MISO,7,5.42,2003
MISO,7,5.8,2004
MISO,7,6.02,2005
MISO,7,6.74,2006
MISO,7,6.72,2007
MISO,7,7.4,2008
MISO,7,7.77,2009
MISO,7,7.91,2010
MISO,7,8.31,2011
MISO,7,8.31,2012
MISO,7,8.94,2013
MISO,7,9.29,2014
MISO,7,9.13,2015
MISO,7,9.25,2016
MISO,7,9.87,2017
MISO,7,9.87,2018
MISO,7,10,2019
MISO,7,10.1,2020
MISO,7,10.53,2021
MISO,7,11.96,2022
MISO,7,11.14,2023
MISO,7,11.62,2024
MISO,6,5.45,2001
MISO,6,5.43,2002
MISO,6,5.4,2003
MISO,6,5.63,2004
MISO,6,5.96,2005
MISO,6,6.61,2006
MISO,6,6.49,2007
MISO,6,7.03,2008
MISO,6,7.74,2009
MISO,6,7.59,2010
MISO,6,8.13,2011
MISO,6,8.39,2012
MISO,6,8.79,2013
MISO,6,9.11,2014
MISO,6,9.07,2015
MISO,6,9.12,2016
MISO,6,9.79,2017
MISO,6,9.78,2018
MISO,6,10.03,2019
MISO,6,10.23,2020
MISO,6,10.39,2021
MISO,6,11.72,2022
MISO,6,10.91,2023
MISO,6,11.42,2024
MISO,3,5.23,2001
MISO,3,5.4,2002
MISO,3,5.31,2003
MISO,3,5.47,2004
MISO,3,5.57,2005
MISO,3,6.35,2006
MISO,3,6.31,2007
MISO,3,6.33,2008
MISO,3,7.84,2009
MISO,3,7.28,2010
MISO,3,7.81,2011
MISO,3,8.38,2012
MISO,3,8.62,2013
MISO,3,8.92,2014
MISO,3,8.98,2015
MISO,3,8.81,2016
MISO,3,9.65,2017
MISO,3,9.63,2018
MISO,3,10,2019
MISO,3,9.59,2020
MISO,3,9.97,2021
MISO,3,10.77,2022
MISO,3,12.42,2023
MISO,3,11.12,2024
MISO,3,12.41,2025
MISO,5,5.27,2001
MISO,5,5.38,2002
MISO,5,5.25,2003
MISO,5,5.53,2004
MISO,5,5.87,2005
MISO,5,6.68,2006
MISO,5,6.51,2007
MISO,5,6.89,2008
MISO,5,7.71,2009
MISO,5,7.57,2010
MISO,5,7.94,2011
MISO,5,8.26,2012
MISO,5,8.67,2013
MISO,5,8.88,2014
MISO,5,8.8,2015
MISO,5,8.99,2016
MISO,5,9.65,2017
MISO,5,9.51,2018
MISO,5,9.92,2019
MISO,5,9.83,2020
MISO,5,10.06,2021
MISO,5,11.33,2022
MISO,5,11.19,2023
MISO,5,11.1,2024
MISO,11,5.36,2001
MISO,11,5.01,2002
MISO,11,5.42,2003
MISO,11,5.74,2004
MISO,11,6.04,2005
MISO,11,6.33,2006
MISO,11,6.65,2007
MISO,11,7.58,2008
MISO,11,7.29,2009
MISO,11,8.11,2010
MISO,11,7.91,2011
MISO,11,8.16,2012
MISO,11,8.74,2013
MISO,11,9.09,2014
MISO,11,8.97,2015
MISO,11,9.7,2016
MISO,11,9.92,2017
MISO,11,9.9,2018
MISO,11,9.9,2019
MISO,11,9.91,2020
MISO,11,10.96,2021
MISO,11,12.52,2022
MISO,11,10.93,2023
MISO,11,11.57,2024
MISO,10,5.47,2001
MISO,10,5.31,2002
MISO,10,5.45,2003
MISO,10,5.7,2004
MISO,10,6.09,2005
MISO,10,6.46,2006
MISO,10,6.58,2007
MISO,10,7.64,2008
MISO,10,7.36,2009
MISO,10,7.92,2010
MISO,10,8.16,2011
MISO,10,8.16,2012
MISO,10,8.81,2013
MISO,10,9.15,2014
MISO,10,8.85,2015
MISO,10,9.59,2016
MISO,10,9.77,2017
MISO,10,9.67,2018
MISO,10,9.82,2019
MISO,10,9.87,2020
MISO,10,10.63,2021
MISO,10,12.93,2022
MISO,10,11.12,2023
MISO,10,11.33,2024
MISO,9,5.29,2001
MISO,9,5.4,2002
MISO,9,5.36,2003
MISO,9,5.66,2004
MISO,9,5.9,2005
MISO,9,6.44,2006
MISO,9,6.8,2007
MISO,9,7.42,2008
MISO,9,7.6,2009
MISO,9,7.87,2010
MISO,9,8.22,2011
MISO,9,8.27,2012
MISO,9,8.84,2013
MISO,9,9.14,2014
MISO,9,9.03,2015
MISO,9,9.51,2016
MISO,9,9.84,2017
MISO,9,9.9,2018
MISO,9,9.8,2019
MISO,9,10.11,2020
MISO,9,10.59,2021
MISO,9,11.54,2022
MISO,9,10.78,2023
MISO,9,11.24,2024
MISO,4,6.73,2001
MISO,4,6.78,2002
MISO,4,6.52,2003
MISO,4,6.82,2004
MISO,4,6.89,2005
MISO,4,8.06,2006
MISO,4,8.45,2007
MISO,4,8.65,2008
MISO,4,8.6,2009
MISO,4,9.89,2010
MISO,4,9.95,2011
MISO,4,10.27,2012
MISO,4,10.84,2013
MISO,4,10.84,2014
MISO,4,10.23,2015
MISO,4,10.46,2016
MISO,4,10.97,2017
MISO,4,11.32,2018
MISO,4,11.03,2019
MISO,4,12.33,2020
MISO,4,12.58,2021
MISO,4,12.91,2022
MISO,4,13.14,2023
MISO,4,13.89,2024
MISO,4,14.36,2025
MISO,8,7.29,2001
MISO,8,7.19,2002
MISO,8,7.18,2003
MISO,8,7.2,2004
MISO,8,7.6,2005
MISO,8,8.83,2006
MISO,8,9.03,2007
MISO,8,9.67,2008
MISO,8,10.09,2009
MISO,8,10.59,2010
MISO,8,11.24,2011
MISO,8,11.31,2012
MISO,8,11.67,2013
MISO,8,11.44,2014
MISO,8,11.41,2015
MISO,8,11.7,2016
MISO,8,11.37,2017
MISO,8,11.39,2018
MISO,8,11.97,2019
MISO,8,12.29,2020
MISO,8,13.49,2021
MISO,8,13.4,2022
MISO,8,14.03,2023
MISO,8,14.52,2024
MISO,12,6.91,2001
MISO,12,7.14,2002
MISO,12,6.78,2003
MISO,12,7.15,2004
MISO,12,7.19,2005
MISO,12,8.19,2006
MISO,12,8.38,2007
MISO,12,9.01,2008
MISO,12,9.64,2009
MISO,12,9.54,2010
MISO,12,10.5,2011
MISO,12,11.32,2012
MISO,12,11.09,2013
MISO,12,10.83,2014
MISO,12,10.73,2015
MISO,12,11.36,2016
MISO,12,11.31,2017
MISO,12,11.3,2018
MISO,12,11.67,2019
MISO,12,12.51,2020
MISO,12,12.84,2021
MISO,12,13.66,2022
MISO,12,13.78,2023
MISO,12,13.9,2024
MISO,2,6.91,2001
MISO,2,6.88,2002
MISO,2,7,2003
MISO,2,6.82,2004
MISO,2,6.95,2005
MISO,2,7.62,2006
MISO,2,8.62,2007
MISO,2,8.56,2008
MISO,2,8.9,2009
MISO,2,9.36,2010
MISO,2,10.21,2011
MISO,2,10.5,2012
MISO,2,10.77,2013
MISO,2,10.86,2014
MISO,2,10.47,2015
MISO,2,10.75,2016
MISO,2,11.31,2017
MISO,2,11.47,2018
MISO,2,11.39,2019
MISO,2,11.63,2020
MISO,2,12.86,2021
MISO,2,12.99,2022
MISO,2,13.4,2023
MISO,2,13.74,2024
MISO,2,14.33,2025
MISO,1,7.02,2001
MISO,1,7.23,2002
MISO,1,6.85,2003
MISO,1,6.84,2004
MISO,1,7.01,2005
MISO,1,7.76,2006
MISO,1,8.38,2007
MISO,1,8.51,2008
MISO,1,9.1,2009
MISO,1,9.45,2010
MISO,1,9.9,2011
MISO,1,10.63,2012
MISO,1,10.79,2013
MISO,1,10.93,2014
MISO,1,10.4,2015
MISO,1,10.75,2016
MISO,1,11.43,2017
MISO,1,11.43,2018
MISO,1,11.33,2019
MISO,1,11.52,2020
MISO,1,12.6,2021
MISO,1,13.05,2022
MISO,1,13.54,2023
MISO,1,14.02,2024
MISO,1,14.1,2025
MISO,7,7.22,2001
MISO,7,7.37,2002
MISO,7,7.01,2003
MISO,7,7.2,2004
MISO,7,7.68,2005
MISO,7,8.65,2006
MISO,7,8.76,2007
MISO,7,9.8,2008
MISO,7,9.91,2009
MISO,7,10.51,2010
MISO,7,11.04,2011
MISO,7,12.15,2012
MISO,7,11.95,2013
MISO,7,11.34,2014
MISO,7,11.87,2015
MISO,7,11.43,2016
MISO,7,11.6,2017
MISO,7,12.13,2018
MISO,7,12.27,2019
MISO,7,12.7,2020
MISO,7,13.33,2021
MISO,7,13.72,2022
MISO,7,14.28,2023
MISO,7,14.92,2024
MISO,6,7.09,2001
MISO,6,7.23,2002
MISO,6,7.06,2003
MISO,6,7.15,2004
MISO,6,7.47,2005
MISO,6,8.23,2006
MISO,6,8.83,2007
MISO,6,9.14,2008
MISO,6,9.89,2009
MISO,6,10.25,2010
MISO,6,10.92,2011
MISO,6,11.12,2012
MISO,6,11.7,2013
MISO,6,11.42,2014
MISO,6,10.85,2015
MISO,6,11.05,2016
MISO,6,11.51,2017
MISO,6,11.51,2018
MISO,6,11.48,2019
MISO,6,13,2020
MISO,6,13.25,2021
MISO,6,13.55,2022
MISO,6,13.96,2023
MISO,6,14.89,2024
MISO,3,6.98,2001
MISO,3,6.98,2002
MISO,3,6.93,2003
MISO,3,6.74,2004
MISO,3,7.07,2005
MISO,3,7.65,2006
MISO,3,8.59,2007
MISO,3,8.56,2008
MISO,3,8.84,2009
MISO,3,9.38,2010
MISO,3,9.99,2011
MISO,3,10.56,2012
MISO,3,11.05,2013
MISO,3,11.02,2014
MISO,3,10.49,2015
MISO,3,10.58,2016
MISO,3,11.28,2017
MISO,3,11.42,2018
MISO,3,11.38,2019
MISO,3,11.65,2020
MISO,3,12.51,2021
MISO,3,12.7,2022
MISO,3,13.27,2023
MISO,3,13.71,2024
MISO,3,14.23,2025
MISO,5,6.81,2001
MISO,5,7.13,2002
MISO,5,6.67,2003
MISO,5,6.62,2004
MISO,5,6.82,2005
MISO,5,8.31,2006
MISO,5,8.46,2007
MISO,5,8.43,2008
MISO,5,9.54,2009
MISO,5,10.1,2010
MISO,5,10.36,2011
MISO,5,11.05,2012
MISO,5,11.43,2013
MISO,5,10.93,2014
MISO,5,10.61,2015
MISO,5,10.75,2016
MISO,5,11.4,2017
MISO,5,11.32,2018
MISO,5,11.12,2019
MISO,5,12.43,2020
MISO,5,12.86,2021
MISO,5,13.22,2022
MISO,5,13.48,2023
MISO,5,14.31,2024
MISO,11,6.85,2001
MISO,11,6.7,2002
MISO,11,6.52,2003
MISO,11,6.72,2004
MISO,11,7.22,2005
MISO,11,7.99,2006
MISO,11,8.3,2007
MISO,11,8.74,2008
MISO,11,9.16,2009
MISO,11,9.55,2010
MISO,11,9.92,2011
MISO,11,10.78,2012
MISO,11,10.93,2013
MISO,11,10.86,2014
MISO,11,10.62,2015
MISO,11,11.02,2016
MISO,11,11.1,2017
MISO,11,11.08,2018
MISO,11,11.59,2019
MISO,11,12,2020
MISO,11,12.88,2021
MISO,11,12.87,2022
MISO,11,13.7,2023
MISO,11,13.53,2024
MISO,10,6.82,2001
MISO,10,6.9,2002
MISO,10,6.87,2003
MISO,10,6.96,2004
MISO,10,7.07,2005
MISO,10,8,2006
MISO,10,8.16,2007
MISO,10,8.88,2008
MISO,10,9.32,2009
MISO,10,9.54,2010
MISO,10,10.29,2011
MISO,10,10.68,2012
MISO,10,11.05,2013
MISO,10,10.85,2014
MISO,10,10.47,2015
MISO,10,11.12,2016
MISO,10,10.92,2017
MISO,10,11.09,2018
MISO,10,11.55,2019
MISO,10,12.09,2020
MISO,10,12.94,2021
MISO,10,12.96,2022
MISO,10,13.62,2023
MISO,10,13.74,2024
MISO,9,6.88,2001
MISO,9,7.36,2002
MISO,9,6.74,2003
MISO,9,7.04,2004
MISO,9,7.54,2005
MISO,9,8.08,2006
MISO,9,8.19,2007
MISO,9,9.01,2008
MISO,9,9.72,2009
MISO,9,10.13,2010
MISO,9,10.12,2011
MISO,9,10.89,2012
MISO,9,11.05,2013
MISO,9,10.97,2014
MISO,9,10.71,2015
MISO,9,11.33,2016
MISO,9,11.05,2017
MISO,9,11.16,2018
MISO,9,11.62,2019
MISO,9,12.26,2020
MISO,9,12.78,2021
MISO,9,13.16,2022
MISO,9,13.73,2023
MISO,9,14.34,2024
PJM,4,6.47,2001
PJM,4,6.65,2002
PJM,4,6.5,2003
PJM,4,6.88,2004
PJM,4,6.85,2005
PJM,4,7.53,2006
PJM,4,7.73,2007
PJM,4,8.14,2008
PJM,4,9.1,2009
PJM,4,8.91,2010
PJM,4,8.73,2011
PJM,4,8.64,2012
PJM,4,8.92,2013
PJM,4,9.44,2014
PJM,4,9.55,2015
PJM,4,9.77,2016
PJM,4,9.73,2017
PJM,4,9.94,2018
PJM,4,9.56,2019
PJM,4,9.66,2020
PJM,4,9.45,2021
PJM,4,10.03,2022
PJM,4,10.64,2023
PJM,4,11.2,2024
PJM,4,11.45,2025
PJM,8,6.97,2001
PJM,8,7.12,2002
PJM,8,7.04,2003
PJM,8,7.24,2004
PJM,8,7.5,2005
PJM,8,8.12,2006
PJM,8,8.44,2007
PJM,8,8.79,2008
PJM,8,9.55,2009
PJM,8,9.51,2010
PJM,8,9.57,2011
PJM,8,9.45,2012
PJM,8,9.62,2013
PJM,8,10.15,2014
PJM,8,10.36,2015
PJM,8,10.03,2016
PJM,8,10.01,2017
PJM,8,10.05,2018
PJM,8,9.69,2019
PJM,8,9.55,2020
PJM,8,10.03,2021
PJM,8,11.52,2022
PJM,8,11.3,2023
PJM,8,11.52,2024
PJM,12,6.4,2001
PJM,12,6.48,2002
PJM,12,6.59,2003
PJM,12,6.69,2004
PJM,12,6.96,2005
PJM,12,7.45,2006
PJM,12,7.68,2007
PJM,12,8.41,2008
PJM,12,8.72,2009
PJM,12,8.97,2010
PJM,12,8.9,2011
PJM,12,9.28,2012
PJM,12,9.05,2013
PJM,12,9.87,2014
PJM,12,9.95,2015
PJM,12,9.94,2016
PJM,12,9.84,2017
PJM,12,9.79,2018
PJM,12,9.22,2019
PJM,12,9.37,2020
PJM,12,10.06,2021
PJM,12,10.58,2022
PJM,12,11.06,2023
PJM,12,11.64,2024
PJM,2,6.36,2001
PJM,2,6.53,2002
PJM,2,6.49,2003
PJM,2,6.55,2004
PJM,2,6.77,2005
PJM,2,7.48,2006
PJM,2,7.55,2007
PJM,2,7.96,2008
PJM,2,8.57,2009
PJM,2,8.86,2010
PJM,2,8.75,2011
PJM,2,8.79,2012
PJM,2,8.86,2013
PJM,2,9.54,2014
PJM,2,9.92,2015
PJM,2,9.83,2016
PJM,2,9.81,2017
PJM,2,10.15,2018
PJM,2,9.8,2019
PJM,2,9.19,2020
PJM,2,9.35,2021
PJM,2,10,2022
PJM,2,10.97,2023
PJM,2,11.41,2024
PJM,2,12.01,2025
PJM,1,6.28,2001
PJM,1,6.41,2002
PJM,1,6.4,2003
PJM,1,6.64,2004
PJM,1,6.71,2005
PJM,1,7.29,2006
PJM,1,7.64,2007
PJM,1,7.78,2008
PJM,1,8.59,2009
PJM,1,8.89,2010
PJM,1,8.59,2011
PJM,1,9,2012
PJM,1,8.89,2013
PJM,1,9.36,2014
PJM,1,9.82,2015
PJM,1,9.86,2016
PJM,1,9.61,2017
PJM,1,9.96,2018
PJM,1,9.83,2019
PJM,1,9.25,2020
PJM,1,9.15,2021
PJM,1,9.85,2022
PJM,1,10.96,2023
PJM,1,11.5,2024
PJM,1,11.92,2025
PJM,7,6.97,2001
PJM,7,7.17,2002
PJM,7,7.31,2003
PJM,7,7.27,2004
PJM,7,7.42,2005
PJM,7,8.18,2006
PJM,7,8.44,2007
PJM,7,8.89,2008
PJM,7,9.58,2009
PJM,7,9.6,2010
PJM,7,9.67,2011
PJM,7,9.58,2012
PJM,7,9.78,2013
PJM,7,10.28,2014
PJM,7,10.47,2015
PJM,7,10.01,2016
PJM,7,10.06,2017
PJM,7,10.18,2018
PJM,7,9.81,2019
PJM,7,9.67,2020
PJM,7,9.99,2021
PJM,7,11.51,2022
PJM,7,11.39,2023
PJM,7,11.6,2024
PJM,6,6.9,2001
PJM,6,7.05,2002
PJM,6,6.8,2003
PJM,6,7.12,2004
PJM,6,7.32,2005
PJM,6,8.09,2006
PJM,6,8.15,2007
PJM,6,8.71,2008
PJM,6,9.42,2009
PJM,6,9.47,2010
PJM,6,9.3,2011
PJM,6,9.22,2012
PJM,6,9.54,2013
PJM,6,10.14,2014
PJM,6,10.09,2015
PJM,6,9.89,2016
PJM,6,9.92,2017
PJM,6,10.08,2018
PJM,6,9.77,2019
PJM,6,9.54,2020
PJM,6,9.96,2021
PJM,6,11.05,2022
PJM,6,11.24,2023
PJM,6,11.31,2024
PJM,3,6.29,2001
PJM,3,6.65,2002
PJM,3,6.54,2003
PJM,3,6.86,2004
PJM,3,6.83,2005
PJM,3,7.51,2006
PJM,3,7.59,2007
PJM,3,7.97,2008
PJM,3,8.92,2009
PJM,3,8.84,2010
PJM,3,8.77,2011
PJM,3,8.72,2012
PJM,3,8.98,2013
PJM,3,9.5,2014
PJM,3,9.87,2015
PJM,3,9.78,2016
PJM,3,9.88,2017
PJM,3,9.86,2018
PJM,3,9.78,2019
PJM,3,9.04,2020
PJM,3,9.4,2021
PJM,3,9.72,2022
PJM,3,10.78,2023
PJM,3,11.21,2024
PJM,3,11.67,2025
PJM,5,6.9,2001
PJM,5,6.84,2002
PJM,5,6.89,2003
PJM,5,6.87,2004
PJM,5,7.05,2005
PJM,5,7.65,2006
PJM,5,7.92,2007
PJM,5,8.37,2008
PJM,5,9.3,2009
PJM,5,9.05,2010
PJM,5,8.81,2011
PJM,5,8.9,2012
PJM,5,9.14,2013
PJM,5,9.46,2014
PJM,5,9.66,2015
PJM,5,9.84,2016
PJM,5,9.71,2017
PJM,5,9.95,2018
PJM,5,9.61,2019
PJM,5,9.63,2020
PJM,5,9.42,2021
PJM,5,10.38,2022
PJM,5,10.86,2023
PJM,5,11,2024
PJM,11,6.44,2001
PJM,11,6.53,2002
PJM,11,6.58,2003
PJM,11,6.82,2004
PJM,11,7.06,2005
PJM,11,7.6,2006
PJM,11,7.79,2007
PJM,11,8.57,2008
PJM,11,8.7,2009
PJM,11,9.07,2010
PJM,11,8.91,2011
PJM,11,9.2,2012
PJM,11,9.17,2013
PJM,11,9.88,2014
PJM,11,10.02,2015
PJM,11,9.66,2016
PJM,11,9.82,2017
PJM,11,9.9,2018
PJM,11,9.42,2019
PJM,11,9.4,2020
PJM,11,10.2,2021
PJM,11,10.82,2022
PJM,11,11.01,2023
PJM,11,11.39,2024
PJM,10,6.62,2001
PJM,10,6.76,2002
PJM,10,6.7,2003
PJM,10,6.85,2004
PJM,10,7.09,2005
PJM,10,7.71,2006
PJM,10,7.77,2007
PJM,10,8.58,2008
PJM,10,8.78,2009
PJM,10,9.12,2010
PJM,10,8.86,2011
PJM,10,9.12,2012
PJM,10,9.05,2013
PJM,10,9.6,2014
PJM,10,9.81,2015
PJM,10,9.64,2016
PJM,10,9.76,2017
PJM,10,9.85,2018
PJM,10,9.06,2019
PJM,10,9.46,2020
PJM,10,10.04,2021
PJM,10,10.89,2022
PJM,10,11,2023
PJM,10,11.3,2024
PJM,9,6.75,2001
PJM,9,6.84,2002
PJM,9,6.9,2003
PJM,9,6.9,2004
PJM,9,7.2,2005
PJM,9,7.75,2006
PJM,9,8.07,2007
PJM,9,8.54,2008
PJM,9,9.05,2009
PJM,9,9.25,2010
PJM,9,9.23,2011
PJM,9,9.37,2012
PJM,9,9.31,2013
PJM,9,9.47,2014
PJM,9,10.05,2015
PJM,9,9.77,2016
PJM,9,9.89,2017
PJM,9,9.57,2018
PJM,9,9.3,2019
PJM,9,9.5,2020
PJM,9,10.04,2021
PJM,9,11.08,2022
PJM,9,11.11,2023
PJM,9,11.36,2024
MISO,4,6.02,2001
MISO,4,6.19,2002
MISO,4,6.65,2003
MISO,4,6.75,2004
MISO,4,7.22,2005
MISO,4,8.08,2006
MISO,4,8.16,2007
MISO,4,8.89,2008
MISO,4,9.16,2009
MISO,4,9.43,2010
MISO,4,10.03,2011
MISO,4,10.08,2012
MISO,4,10.34,2013
MISO,4,10.39,2014
MISO,4,10.51,2015
MISO,4,10.41,2016
MISO,4,10.54,2017
MISO,4,10.5,2018
MISO,4,10.51,2019
MISO,4,10.67,2020
MISO,4,10.66,2021
MISO,4,11.47,2022
MISO,4,12.56,2023
MISO,4,12.33,2024
MISO,4,12.81,2025
MISO,8,6.28,2001
MISO,8,6.34,2002
MISO,8,6.92,2003
MISO,8,7.1,2004
MISO,8,7.85,2005
MISO,8,8.53,2006
MISO,8,8.85,2007
MISO,8,9.42,2008
MISO,8,9.5,2009
MISO,8,10.17,2010
MISO,8,10.45,2011
MISO,8,10.58,2012
MISO,8,11.1,2013
MISO,8,10.85,2014
MISO,8,11.05,2015
MISO,8,10.93,2016
MISO,8,10.85,2017
MISO,8,10.74,2018
MISO,8,10.83,2019
MISO,8,11.12,2020
MISO,8,11.32,2021
MISO,8,12.27,2022
MISO,8,13.37,2023
MISO,8,13.39,2024
MISO,12,6.15,2001
MISO,12,6.51,2002
MISO,12,6.6,2003
MISO,12,6.85,2004
MISO,12,7.7,2005
MISO,12,8.09,2006
MISO,12,8.37,2007
MISO,12,8.92,2008
MISO,12,9.15,2009
MISO,12,9.72,2010
MISO,12,10.12,2011
MISO,12,9.86,2012
MISO,12,10.08,2013
MISO,12,10.41,2014
MISO,12,10.38,2015
MISO,12,10.48,2016
MISO,12,10.69,2017
MISO,12,10.32,2018
MISO,12,10.5,2019
MISO,12,10.68,2020
MISO,12,10.79,2021
MISO,12,11.66,2022
MISO,12,12.53,2023
MISO,12,12.17,2024
MISO,2,5.98,2001
MISO,2,6.22,2002
MISO,2,6.4,2003
MISO,2,6.68,2004
MISO,2,7.14,2005
MISO,2,7.95,2006
MISO,2,8.4,2007
MISO,2,8.64,2008
MISO,2,9.4,2009
MISO,2,9.64,2010
MISO,2,10.04,2011
MISO,2,10.18,2012
MISO,2,10.45,2013
MISO,2,10.6,2014
MISO,2,10.63,2015
MISO,2,10.52,2016
MISO,2,10.66,2017
MISO,2,10.67,2018
MISO,2,10.65,2019
MISO,2,10.54,2020
MISO,2,11.1,2021
MISO,2,11.8,2022
MISO,2,12.5,2023
MISO,2,12.66,2024
MISO,2,13.27,2025
MISO,1,5.9,2001
MISO,1,6.17,2002
MISO,1,6.38,2003
MISO,1,6.76,2004
MISO,1,7.05,2005
MISO,1,7.85,2006
MISO,1,8.27,2007
MISO,1,8.56,2008
MISO,1,9.62,2009
MISO,1,9.57,2010
MISO,1,9.95,2011
MISO,1,10.09,2012
MISO,1,10.29,2013
MISO,1,10.28,2014
MISO,1,10.48,2015
MISO,1,10.55,2016
MISO,1,10.63,2017
MISO,1,10.62,2018
MISO,1,10.47,2019
MISO,1,10.53,2020
MISO,1,10.69,2021
MISO,1,11.66,2022
MISO,1,12.33,2023
MISO,1,12.72,2024
MISO,1,13.13,2025
MISO,7,6.28,2001
MISO,7,6.41,2002
MISO,7,6.96,2003
MISO,7,7.17,2004
MISO,7,7.78,2005
MISO,7,8.65,2006
