Region,Month,Retail price,Year
ISONE,12,13.25,2011
ISONE,12,13.76,2012
ISONE,12,17.97,2013
ISONE,12,15.87,2014
ISONE,12,16.93,2015
ISONE,12,15.89,2016
ISONE,12,16.54,2017
ISONE,12,19.51,2018
ISONE,12,18.19,2019
ISONE,12,18.92,2020
ISONE,12,20.1,2021
ISONE,12,22.3,2022
ISONE,12,24.63,2023
ISONE,12,24.32,2024
ISONE,2,11.34,2001
ISONE,2,9.26,2002
ISONE,2,9.85,2003
ISONE,2,11.09,2004
ISONE,2,10.38,2005
ISONE,2,13.74,2006
ISONE,2,12.74,2007
ISONE,2,13.71,2008
ISONE,2,16.39,2009
ISONE,2,14.39,2010
ISONE,2,14.11,2011
ISONE,2,13.6,2012
ISONE,2,15.23,2013
ISONE,2,17.6,2014
ISONE,2,19.96,2015
ISONE,2,16.94,2016
ISONE,2,17.44,2017
ISONE,2,19.27,2018
ISONE,2,21.1,2019
ISONE,2,18.98,2020
ISONE,2,20,2021
ISONE,2,21.47,2022
ISONE,2,23.24,2023
ISONE,2,24.99,2024
ISONE,2,30.15,2025
ISONE,1,11.27,2001
ISONE,1,9.5,2002
ISONE,1,8.93,2003
ISONE,1,10.91,2004
ISONE,1,11.1,2005
ISONE,1,13.72,2006
ISONE,1,13.03,2007
ISONE,1,14.31,2008
ISONE,1,15.69,2009
ISONE,1,14.22,2010
ISONE,1,14.37,2011
ISONE,1,13.42,2012
ISONE,1,13.23,2013
ISONE,1,15.74,2014
ISONE,1,17.62,2015
ISONE,1,16.76,2016
ISONE,1,16.77,2017
ISONE,1,19.35,2018
ISONE,1,20.1,2019
ISONE,1,19.98,2020
ISONE,1,19.69,2021
ISONE,1,20.32,2022
ISONE,1,23.67,2023
ISONE,1,25.52,2024
ISONE,1,27.21,2025
ISONE,7,12.01,2001
ISONE,7,8.79,2002
ISONE,7,11.63,2003
ISONE,7,11.04,2004
ISONE,7,12.13,2005
ISONE,7,14.08,2006
ISONE,7,13.37,2007
ISONE,7,16.88,2008
ISONE,7,13.21,2009
ISONE,7,13.54,2010
ISONE,7,12.37,2011
ISONE,7,12.55,2012
ISONE,7,12.03,2013
ISONE,7,14.37,2014
ISONE,7,15.42,2015
ISONE,7,15.45,2016
ISONE,7,16.01,2017
ISONE,7,16.79,2018
ISONE,7,16.57,2019
ISONE,7,17.45,2020
ISONE,7,17.47,2021
ISONE,7,17.23,2022
ISONE,7,20.34,2023
ISONE,7,22.85,2024
ISONE,6,12.02,2001
ISONE,6,9.45,2002
ISONE,6,10.14,2003
ISONE,6,10.76,2004
ISONE,6,11.68,2005
ISONE,6,14.65,2006
ISONE,6,13.2,2007
ISONE,6,14.97,2008
ISONE,6,14.92,2009
ISONE,6,14.57,2010
ISONE,6,13.33,2011
ISONE,6,13.23,2012
ISONE,6,12.7,2013
ISONE,6,14.25,2014
ISONE,6,15.5,2015
ISONE,6,16.05,2016
ISONE,6,15.3,2017
ISONE,6,16.43,2018
ISONE,6,17.44,2019
ISONE,6,16.82,2020
ISONE,6,17.09,2021
ISONE,6,18.69,2022
ISONE,6,18.62,2023
ISONE,6,22.52,2024
ISONE,3,11.71,2001
ISONE,3,8.39,2002
ISONE,3,9.48,2003
ISONE,3,10.93,2004
ISONE,3,11.41,2005
ISONE,3,14.53,2006
ISONE,3,12.62,2007
ISONE,3,15.74,2008
ISONE,3,12.91,2009
ISONE,3,15.29,2010
ISONE,3,13.52,2011
ISONE,3,13.25,2012
ISONE,3,14.59,2013
ISONE,3,16,2014
ISONE,3,19.03,2015
ISONE,3,16.79,2016
ISONE,3,16.13,2017
ISONE,3,17.8,2018
ISONE,3,19.85,2019
ISONE,3,18.43,2020
ISONE,3,19.07,2021
ISONE,3,19.66,2022
ISONE,3,21.6,2023
ISONE,3,23.39,2024
ISONE,3,28.19,2025
ISONE,5,11.72,2001
ISONE,5,8.92,2002
ISONE,5,10.22,2003
ISONE,5,10.46,2004
ISONE,5,11.42,2005
ISONE,5,14.29,2006
ISONE,5,12.6,2007
ISONE,5,20.17,2008
ISONE,5,13.64,2009
ISONE,5,13.37,2010
ISONE,5,12.32,2011
ISONE,5,12.54,2012
ISONE,5,12.89,2013
ISONE,5,15.17,2014
ISONE,5,15.86,2015
ISONE,5,15.69,2016
ISONE,5,15.01,2017
ISONE,5,17.22,2018
ISONE,5,18.24,2019
ISONE,5,17.85,2020
ISONE,5,17.11,2021
ISONE,5,16.79,2022
ISONE,5,19.44,2023
ISONE,5,22.93,2024
ISONE,11,10.62,2001
ISONE,11,9.47,2002
ISONE,11,10.78,2003
ISONE,11,11.01,2004
ISONE,11,13.38,2005
ISONE,11,13.29,2006
ISONE,11,13.47,2007
ISONE,11,17.54,2008
ISONE,11,14.19,2009
ISONE,11,13.8,2010
ISONE,11,12.28,2011
ISONE,11,11.86,2012
ISONE,11,13.96,2013
ISONE,11,14.32,2014
ISONE,11,15.97,2015
ISONE,11,15.83,2016
ISONE,11,17.57,2017
ISONE,11,18.97,2018
ISONE,11,18.05,2019
ISONE,11,19.21,2020
ISONE,11,18.3,2021
ISONE,11,21.14,2022
ISONE,11,23.4,2023
ISONE,11,25.47,2024
ISONE,10,10.65,2001
ISONE,10,9.28,2002
ISONE,10,10.67,2003
ISONE,10,11.3,2004
ISONE,10,12.38,2005
ISONE,10,13.85,2006
ISONE,10,13.15,2007
ISONE,10,15.6,2008
ISONE,10,14.12,2009
ISONE,10,13.5,2010
ISONE,10,11.61,2011
ISONE,10,11.92,2012
ISONE,10,12.62,2013
ISONE,10,14.55,2014
ISONE,10,16.39,2015
ISONE,10,16.06,2016
ISONE,10,16.88,2017
ISONE,10,18.68,2018
ISONE,10,17.79,2019
ISONE,10,18.41,2020
ISONE,10,18.31,2021
ISONE,10,19.48,2022
ISONE,10,23.64,2023
ISONE,10,23.04,2024
ISONE,9,11.41,2001
ISONE,9,9.21,2002
ISONE,9,11.1,2003
ISONE,9,10.15,2004
ISONE,9,12.29,2005
ISONE,9,13.94,2006
ISONE,9,14.46,2007
ISONE,9,16,2008
ISONE,9,14.87,2009
ISONE,9,13.82,2010
ISONE,9,13.47,2011
ISONE,9,12.77,2012
ISONE,9,13.7,2013
ISONE,9,15.11,2014
ISONE,9,17.55,2015
ISONE,9,17.08,2016
ISONE,9,16.33,2017
ISONE,9,19.08,2018
ISONE,9,18.38,2019
ISONE,9,18.5,2020
ISONE,9,18.69,2021
ISONE,9,19.84,2022
ISONE,9,21.75,2023
ISONE,9,25.01,2024
ISONE,4,10.42,2001
ISONE,4,10.81,2002
ISONE,4,10.94,2003
ISONE,4,10.93,2004
ISONE,4,10.98,2005
ISONE,4,11.32,2006
ISONE,4,12.03,2007
ISONE,4,12.26,2008
ISONE,4,12.74,2009
ISONE,4,13.06,2010
ISONE,4,13.68,2011
ISONE,4,14.12,2012
ISONE,4,14.89,2013
ISONE,4,14.72,2014
ISONE,4,14.33,2015
ISONE,4,14.37,2016
ISONE,4,14.61,2017
ISONE,4,14.93,2018
ISONE,4,14.94,2019
ISONE,4,16.43,2020
ISONE,4,16.16,2021
ISONE,4,16.69,2022
ISONE,4,17.23,2023
ISONE,4,18.16,2024
ISONE,4,19.12,2025
ISONE,8,10.89,2001
ISONE,8,10.82,2002
ISONE,8,11.07,2003
ISONE,8,11.02,2004
ISONE,8,10.91,2005
ISONE,8,11.54,2006
ISONE,8,12.12,2007
ISONE,8,12.29,2008
ISONE,8,12.76,2009
ISONE,8,13.23,2010
ISONE,8,13.84,2011
ISONE,8,14.14,2012
ISONE,8,14.56,2013
ISONE,8,14.65,2014
ISONE,8,14.39,2015
ISONE,8,14.28,2016
ISONE,8,14.48,2017
ISONE,8,15.09,2018
ISONE,8,14.98,2019
ISONE,8,16.1,2020
ISONE,8,16.19,2021
ISONE,8,17.03,2022
ISONE,8,17.07,2023
ISONE,8,18.02,2024
ISONE,12,10.99,2001
ISONE,12,11.04,2002
ISONE,12,11.06,2003
ISONE,12,10.96,2004
ISONE,12,11.1,2005
ISONE,12,11.34,2006
ISONE,12,12.02,2007
ISONE,12,12.45,2008
ISONE,12,13.03,2009
ISONE,12,13.49,2010
ISONE,12,13.94,2011
ISONE,12,14.33,2012
ISONE,12,14.79,2013
ISONE,12,14.19,2014
ISONE,12,14.57,2015
ISONE,12,14.41,2016
ISONE,12,14.58,2017
ISONE,12,15.36,2018
ISONE,12,16.19,2019
ISONE,12,16.31,2020
ISONE,12,16.77,2021
ISONE,12,17.3,2022
ISONE,12,18.17,2023
ISONE,12,19.12,2024
ISONE,2,11.12,2001
ISONE,2,10.68,2002
ISONE,2,10.89,2003
ISONE,2,10.93,2004
ISONE,2,10.93,2005
ISONE,2,11.19,2006
ISONE,2,11.94,2007
ISONE,2,12.07,2008
ISONE,2,12.7,2009
ISONE,2,13.11,2010
ISONE,2,13.79,2011
ISONE,2,14.32,2012
ISONE,2,14.17,2013
ISONE,2,14.7,2014
ISONE,2,14.4,2015
ISONE,2,14.2,2016
ISONE,2,14.6,2017
ISONE,2,15.26,2018
ISONE,2,15.21,2019
ISONE,2,16.3,2020
ISONE,2,16.06,2021
ISONE,2,16.62,2022
ISONE,2,17.27,2023
ISONE,2,18.13,2024
ISONE,2,19.26,2025
ISONE,1,10.95,2001
ISONE,1,11.15,2002
ISONE,1,10.87,2003
ISONE,1,10.95,2004
ISONE,1,10.91,2005
ISONE,1,11.15,2006
ISONE,1,11.82,2007
ISONE,1,12.05,2008
ISONE,1,12.47,2009
ISONE,1,12.95,2010
ISONE,1,13.65,2011
ISONE,1,14.17,2012
ISONE,1,14.35,2013
ISONE,1,14.47,2014
ISONE,1,14.27,2015
ISONE,1,14.34,2016
ISONE,1,14.53,2017
ISONE,1,15.18,2018
ISONE,1,14.92,2019
ISONE,1,16.1,2020
ISONE,1,15.82,2021
ISONE,1,16.8,2022
ISONE,1,17.2,2023
ISONE,1,18.07,2024
ISONE,1,19,2025
ISONE,7,11.03,2001
ISONE,7,10.97,2002
ISONE,7,11.12,2003
ISONE,7,11.09,2004
ISONE,7,10.92,2005
ISONE,7,11.48,2006
ISONE,7,12.04,2007
ISONE,7,12.37,2008
ISONE,7,12.7,2009
ISONE,7,13.16,2010
ISONE,7,13.76,2011
ISONE,7,14.28,2012
ISONE,7,14.64,2013
ISONE,7,14.79,2014
ISONE,7,14.39,2015
ISONE,7,14.6,2016
ISONE,7,14.69,2017
ISONE,7,15.07,2018
ISONE,7,15.09,2019
ISONE,7,16.26,2020
ISONE,7,16.2,2021
ISONE,7,16.93,2022
ISONE,7,17.38,2023
ISONE,7,18.1,2024
ISONE,6,10.79,2001
ISONE,6,10.85,2002
ISONE,6,11.03,2003
ISONE,6,11.05,2004
ISONE,6,10.96,2005
ISONE,6,11.49,2006
ISONE,6,12.07,2007
ISONE,6,12.42,2008
ISONE,6,12.7,2009
ISONE,6,13.23,2010
ISONE,6,13.77,2011
ISONE,6,14.18,2012
ISONE,6,14.79,2013
ISONE,6,14.84,2014
ISONE,6,14.41,2015
ISONE,6,14.58,2016
ISONE,6,14.85,2017
ISONE,6,15.34,2018
ISONE,6,15.27,2019
ISONE,6,16.62,2020
ISONE,6,16.44,2021
ISONE,6,16.89,2022
ISONE,6,17.48,2023
ISONE,6,18.41,2024
ISONE,3,10.84,2001
ISONE,3,10.83,2002
ISONE,3,10.86,2003
ISONE,3,10.99,2004
ISONE,3,10.98,2005
ISONE,3,11.21,2006
ISONE,3,12.04,2007
ISONE,3,12.49,2008
ISONE,3,12.78,2009
ISONE,3,13.2,2010
ISONE,3,13.73,2011
ISONE,3,14.16,2012
ISONE,3,14.27,2013
ISONE,3,14.82,2014
ISONE,3,14.37,2015
ISONE,3,14.47,2016
ISONE,3,14.53,2017
ISONE,3,14.97,2018
ISONE,3,15.06,2019
ISONE,3,16.34,2020
ISONE,3,16.02,2021
ISONE,3,16.82,2022
ISONE,3,17.42,2023
ISONE,3,18.38,2024
ISONE,3,19.37,2025
ISONE,5,10.56,2001
ISONE,5,10.57,2002
ISONE,5,10.87,2003
ISONE,5,11.07,2004
ISONE,5,10.88,2005
ISONE,5,11.42,2006
ISONE,5,12.07,2007
ISONE,5,12.35,2008
ISONE,5,12.74,2009
ISONE,5,13.16,2010
ISONE,5,13.87,2011
ISONE,5,14.04,2012
ISONE,5,14.83,2013
ISONE,5,14.75,2014
ISONE,5,14.41,2015
ISONE,5,14.4,2016
ISONE,5,14.59,2017
ISONE,5,15.02,2018
ISONE,5,15.12,2019
ISONE,5,16.45,2020
ISONE,5,16.18,2021
ISONE,5,16.88,2022
ISONE,5,17.23,2023
ISONE,5,18.16,2024
ISONE,11,10.89,2001
ISONE,11,10.85,2002
ISONE,11,11,2003
ISONE,11,11.17,2004
ISONE,11,10.85,2005
ISONE,11,11.46,2006
ISONE,11,12.15,2007
ISONE,11,12.39,2008
ISONE,11,12.66,2009
ISONE,11,13.44,2010
ISONE,11,14.01,2011
ISONE,11,14.78,2012
ISONE,11,14.8,2013
ISONE,11,14.4,2014
ISONE,11,14.49,2015
ISONE,11,14.68,2016
ISONE,11,14.65,2017
ISONE,11,15.24,2018
ISONE,11,16.32,2019
ISONE,11,16.31,2020
ISONE,11,16.87,2021
ISONE,11,17.36,2022
ISONE,11,17.95,2023
ISONE,11,20.27,2024
ISONE,10,11.03,2001
ISONE,10,10.91,2002
ISONE,10,11.05,2003
ISONE,10,11.17,2004
ISONE,10,11.07,2005
ISONE,10,11.43,2006
ISONE,10,12.13,2007
ISONE,10,12.36,2008
ISONE,10,12.98,2009
ISONE,10,13.52,2010
ISONE,10,13.84,2011
ISONE,10,14.46,2012
ISONE,10,14.8,2013
ISONE,10,14.23,2014
ISONE,10,14.44,2015
ISONE,10,14.58,2016
ISONE,10,14.48,2017
ISONE,10,15.05,2018
ISONE,10,16.2,2019
ISONE,10,16.42,2020
ISONE,10,16.98,2021
ISONE,10,17.38,2022
ISONE,10,18.21,2023
ISONE,10,19,2024
ISONE,9,10.76,2001
ISONE,9,10.9,2002
ISONE,9,11,2003
ISONE,9,10.98,2004
ISONE,9,10.85,2005
ISONE,9,11.45,2006
ISONE,9,12.05,2007
ISONE,9,12.5,2008
ISONE,9,12.81,2009
ISONE,9,13.37,2010
ISONE,9,13.74,2011
ISONE,9,13.65,2012
ISONE,9,14.58,2013
ISONE,9,14.29,2014
ISONE,9,14.42,2015
ISONE,9,14.69,2016
ISONE,9,14.66,2017
ISONE,9,15.05,2018
ISONE,9,15.1,2019
ISONE,9,16.41,2020
ISONE,9,16.5,2021
ISONE,9,17.29,2022
ISONE,9,17.8,2023
ISONE,9,18.74,2024
PJM,4,9.18,2001
PJM,4,9.22,2002
PJM,4,8.93,2003
PJM,4,9.81,2004
PJM,4,9.59,2005
PJM,4,10.31,2006
PJM,4,11.36,2007
PJM,4,12.82,2008
PJM,4,13.9,2009
PJM,4,13.69,2010
PJM,4,13.87,2011
PJM,4,13.1,2012
PJM,4,13.09,2013
PJM,4,13.67,2014
PJM,4,13.64,2015
PJM,4,12.8,2016
PJM,4,13.17,2017
PJM,4,12.77,2018
PJM,4,13.42,2019
PJM,4,13.36,2020
PJM,4,13.56,2021
PJM,4,14.39,2022
PJM,4,14.61,2023
PJM,4,15.47,2024
PJM,4,16.86,2025
PJM,8,9.89,2001
PJM,8,9.76,2002
PJM,8,11.46,2003
PJM,8,11.67,2004
PJM,8,12.72,2005
PJM,8,14.27,2006
PJM,8,15.29,2007
PJM,8,16.42,2008
PJM,8,15.57,2009
PJM,8,15.78,2010
PJM,8,15.2,2011
PJM,8,14.27,2012
PJM,8,14.61,2013
PJM,8,14.28,2014
PJM,8,14.44,2015
PJM,8,14.31,2016
PJM,8,13.95,2017
PJM,8,13.6,2018
PJM,8,13.91,2019
PJM,8,14.46,2020
PJM,8,14.7,2021
PJM,8,16,2022
PJM,8,16.13,2023
PJM,8,17.94,2024
PJM,12,9.13,2001
PJM,12,8.92,2002
PJM,12,9.27,2003
PJM,12,9.13,2004
PJM,12,10.86,2005
PJM,12,11.41,2006
PJM,12,12.75,2007
PJM,12,13.69,2008
PJM,12,13.85,2009
PJM,12,14.06,2010
PJM,12,13.53,2011
PJM,12,13.11,2012
PJM,12,13.28,2013
PJM,12,13.19,2014
PJM,12,13.07,2015
PJM,12,12.81,2016
PJM,12,12.87,2017
PJM,12,13.04,2018
PJM,12,12.66,2019
PJM,12,13.28,2020
PJM,12,13.47,2021
PJM,12,14.71,2022
PJM,12,15.04,2023
PJM,12,16.34,2024
PJM,2,8.77,2001
PJM,2,9.14,2002
PJM,2,8.75,2003
PJM,2,9.51,2004
PJM,2,9.47,2005
PJM,2,10.42,2006
PJM,2,11.67,2007
PJM,2,12.95,2008
PJM,2,14.27,2009
PJM,2,14.06,2010
PJM,2,14.44,2011
PJM,2,13.61,2012
PJM,2,12.97,2013
PJM,2,14.34,2014
PJM,2,13.55,2015
PJM,2,12.88,2016
PJM,2,12.99,2017
PJM,2,13.46,2018
PJM,2,13.45,2019
PJM,2,13,2020
PJM,2,13.48,2021
PJM,2,13.89,2022
PJM,2,14.55,2023
PJM,2,15.11,2024
PJM,2,16.81,2025
PJM,1,9.05,2001
PJM,1,9.12,2002
PJM,1,8.66,2003
PJM,1,9.89,2004
PJM,1,9.51,2005
PJM,1,10.31,2006
PJM,1,11.26,2007
PJM,1,12.92,2008
PJM,1,14.35,2009
PJM,1,14.25,2010
PJM,1,14.34,2011
PJM,1,13.89,2012
PJM,1,13.15,2013
PJM,1,14.36,2014
PJM,1,13.26,2015
PJM,1,13.08,2016
PJM,1,13.19,2017
PJM,1,13.33,2018
PJM,1,13.14,2019
PJM,1,12.86,2020
PJM,1,13.87,2021
PJM,1,14.19,2022
PJM,1,14.7,2023
PJM,1,14.97,2024
PJM,1,16.87,2025
PJM,7,9.95,2001
PJM,7,9.86,2002
PJM,7,9.53,2003
PJM,7,11.65,2004
PJM,7,12.07,2005
PJM,7,14.04,2006
PJM,7,15.09,2007
PJM,7,16.81,2008
PJM,7,15.91,2009
PJM,7,16,2010
PJM,7,15.05,2011
PJM,7,14.58,2012
PJM,7,14.85,2013
PJM,7,14.67,2014
PJM,7,14.56,2015
PJM,7,14.28,2016
PJM,7,14.07,2017
PJM,7,13.72,2018
PJM,7,14.13,2019
PJM,7,14.66,2020
PJM,7,14.94,2021
PJM,7,15.72,2022
PJM,7,16.44,2023
PJM,7,18.12,2024
PJM,6,9.82,2001
PJM,6,9.71,2002
PJM,6,9.39,2003
PJM,6,11.25,2004
PJM,6,12.11,2005
PJM,6,13.17,2006
PJM,6,14.43,2007
PJM,6,16.35,2008
PJM,6,15.49,2009
PJM,6,15.66,2010
PJM,6,14.81,2011
PJM,6,14.15,2012
PJM,6,14.43,2013
PJM,6,14.22,2014
PJM,6,14.63,2015
PJM,6,14.09,2016
PJM,6,14.13,2017
PJM,6,13.66,2018
PJM,6,13.95,2019
PJM,6,14.21,2020
PJM,6,14.59,2021
PJM,6,15.46,2022
PJM,6,16.13,2023
PJM,6,17.3,2024
PJM,3,8.97,2001
PJM,3,9.08,2002
PJM,3,8.85,2003
PJM,3,9.74,2004
PJM,3,9.73,2005
PJM,3,10.53,2006
PJM,3,11.45,2007
PJM,3,12.84,2008
PJM,3,13.92,2009
PJM,3,13.91,2010
PJM,3,14.03,2011
PJM,3,13.22,2012
PJM,3,13.04,2013
PJM,3,14.41,2014
PJM,3,13.85,2015
PJM,3,12.96,2016
PJM,3,13.04,2017
PJM,3,12.73,2018
PJM,3,13.19,2019
PJM,3,13.22,2020
PJM,3,13.42,2021
PJM,3,14.28,2022
PJM,3,14.51,2023
PJM,3,15.12,2024
PJM,3,16.95,2025
PJM,5,9.22,2001
PJM,5,9.36,2002
PJM,5,8.98,2003
PJM,5,10.16,2004
PJM,5,10.04,2005
PJM,5,10.67,2006
PJM,5,11.95,2007
PJM,5,13.57,2008
PJM,5,14.04,2009
PJM,5,14.29,2010
PJM,5,14.15,2011
PJM,5,13.44,2012
PJM,5,13.42,2013
PJM,5,13.54,2014
PJM,5,13.52,2015
PJM,5,13.07,2016
PJM,5,13.71,2017
PJM,5,13.17,2018
PJM,5,13.85,2019
PJM,5,13.47,2020
PJM,5,13.84,2021
PJM,5,14.95,2022
PJM,5,14.87,2023
PJM,5,15.99,2024
PJM,11,9.12,2001
PJM,11,8.84,2002
PJM,11,9.45,2003
PJM,11,8.88,2004
PJM,11,10.18,2005
PJM,11,11.25,2006
PJM,11,12.43,2007
PJM,11,13.58,2008
PJM,11,13.6,2009
PJM,11,13.98,2010
PJM,11,13.57,2011
PJM,11,13.22,2012
PJM,11,13.12,2013
PJM,11,13.22,2014
PJM,11,12.86,2015
PJM,11,12.64,2016
PJM,11,12.6,2017
PJM,11,12.69,2018
PJM,11,12.76,2019
PJM,11,12.95,2020
PJM,11,13.71,2021
PJM,11,14.01,2022
PJM,11,14.75,2023
PJM,11,16.31,2024
PJM,10,9.11,2001
PJM,10,8.8,2002
PJM,10,9.31,2003
PJM,10,9.16,2004
PJM,10,10.48,2005
PJM,10,11.31,2006
PJM,10,12.56,2007
PJM,10,13.83,2008
PJM,10,13.7,2009
PJM,10,13.97,2010
PJM,10,13.52,2011
PJM,10,12.9,2012
PJM,10,13.25,2013
PJM,10,12.97,2014
PJM,10,12.88,2015
PJM,10,12.57,2016
PJM,10,12.27,2017
PJM,10,12.61,2018
PJM,10,12.66,2019
PJM,10,13.1,2020
PJM,10,13.63,2021
PJM,10,13.85,2022
PJM,10,14.7,2023
PJM,10,15.85,2024
PJM,9,9.75,2001
PJM,9,9.38,2002
PJM,9,10.54,2003
PJM,9,11.64,2004
PJM,9,12.15,2005
PJM,9,12.79,2006
PJM,9,14.28,2007
PJM,9,15.44,2008
PJM,9,14.93,2009
PJM,9,15.21,2010
PJM,9,14.26,2011
PJM,9,13.8,2012
PJM,9,14.21,2013
PJM,9,13.94,2014
PJM,9,13.84,2015
PJM,9,13.92,2016
PJM,9,13.28,2017
PJM,9,13.46,2018
PJM,9,13.4,2019
PJM,9,13.97,2020
PJM,9,14.03,2021
PJM,9,15.01,2022
PJM,9,15.68,2023
PJM,9,16.56,2024
PJM,4,7.87,2001
PJM,4,7.95,2002
PJM,4,7.81,2003
PJM,4,7.93,2004
PJM,4,8.1,2005
PJM,4,8.62,2006
PJM,4,8.98,2007
PJM,4,9.11,2008
PJM,4,9.66,2009
PJM,4,10.15,2010
PJM,4,10.33,2011
PJM,4,9.82,2012
PJM,4,9.71,2013
PJM,4,10.11,2014
PJM,4,10.03,2015
PJM,4,10.15,2016
PJM,4,10.05,2017
PJM,4,9.91,2018
PJM,4,9.84,2019
PJM,4,9.87,2020
PJM,4,9.42,2021
PJM,4,10.82,2022
PJM,4,12.37,2023
PJM,4,12.34,2024
PJM,4,13.21,2025
PJM,8,8.45,2001
PJM,8,8.32,2002
PJM,8,8.3,2003
PJM,8,8.24,2004
PJM,8,8.57,2005
PJM,8,8.99,2006
PJM,8,9.39,2007
PJM,8,9.76,2008
PJM,8,9.93,2009
PJM,8,10.72,2010
PJM,8,10.79,2011
PJM,8,9.99,2012
PJM,8,10.05,2013
PJM,8,10.18,2014
PJM,8,10.48,2015
PJM,8,10.32,2016
PJM,8,10.14,2017
PJM,8,10.06,2018
PJM,8,9.84,2019
PJM,8,9.66,2020
PJM,8,10.18,2021
PJM,8,12.65,2022
PJM,8,12.48,2023
PJM,8,12.66,2024
PJM,12,7.96,2001
PJM,12,7.88,2002
PJM,12,7.92,2003
PJM,12,7.82,2004
PJM,12,8.23,2005
PJM,12,8.52,2006
PJM,12,8.89,2007
PJM,12,9.15,2008
PJM,12,9.49,2009
PJM,12,10.09,2010
PJM,12,10.21,2011
PJM,12,10.01,2012
PJM,12,9.95,2013
PJM,12,10.13,2014
PJM,12,10.27,2015
PJM,12,10.15,2016
PJM,12,10.26,2017
PJM,12,10.1,2018
PJM,12,10.07,2019
PJM,12,9.7,2020
PJM,12,10.64,2021
PJM,12,13.23,2022
PJM,12,12.55,2023
PJM,12,12.92,2024
PJM,2,7.46,2001
PJM,2,8,2002
PJM,2,7.78,2003
PJM,2,7.78,2004
PJM,2,7.98,2005
PJM,2,8.56,2006
PJM,2,8.8,2007
PJM,2,9.06,2008
PJM,2,9.63,2009
PJM,2,10.39,2010
PJM,2,10.4,2011
PJM,2,10.07,2012
PJM,2,9.77,2013
PJM,2,11.17,2014
PJM,2,10.56,2015
PJM,2,10.54,2016
PJM,2,10.37,2017
PJM,2,10.43,2018
PJM,2,10.18,2019
PJM,2,9.84,2020
PJM,2,9.84,2021
PJM,2,11.07,2022
PJM,2,13.14,2023
PJM,2,12.69,2024
PJM,2,13.81,2025
PJM,1,7.68,2001
PJM,1,7.84,2002
PJM,1,7.82,2003
PJM,1,7.75,2004
PJM,1,7.98,2005
PJM,1,8.26,2006
PJM,1,8.77,2007
PJM,1,8.97,2008
PJM,1,9.23,2009
PJM,1,9.7,2010
PJM,1,10.39,2011
PJM,1,10.21,2012
PJM,1,9.91,2013
PJM,1,10.82,2014
PJM,1,10.21,2015
PJM,1,10.41,2016
PJM,1,10.32,2017
PJM,1,10.68,2018
PJM,1,9.65,2019
PJM,1,9.88,2020
PJM,1,9.7,2021
PJM,1,10.92,2022
PJM,1,13.32,2023
PJM,1,12.76,2024
PJM,1,13.61,2025
PJM,7,8.39,2001
PJM,7,8.42,2002
PJM,7,8.37,2003
PJM,7,8.34,2004
PJM,7,8.63,2005
PJM,7,9.14,2006
PJM,7,9.5,2007
PJM,7,9.83,2008
PJM,7,9.82,2009
PJM,7,10.84,2010
PJM,7,10.87,2011
PJM,7,9.98,2012
PJM,7,10.06,2013
PJM,7,10.35,2014
PJM,7,10.35,2015
PJM,7,10.13,2016
PJM,7,10.21,2017
PJM,7,10.12,2018
PJM,7,10,2019
PJM,7,9.8,2020
PJM,7,10.04,2021
PJM,7,12.53,2022
PJM,7,12.67,2023
PJM,7,12.72,2024
PJM,6,8.5,2001
PJM,6,8.29,2002
PJM,6,8.15,2003
PJM,6,8.2,2004
PJM,6,8.57,2005
PJM,6,8.97,2006
PJM,6,9.31,2007
PJM,6,9.7,2008
PJM,6,9.98,2009
PJM,6,10.49,2010
PJM,6,10.53,2011
PJM,6,9.9,2012
PJM,6,9.74,2013
PJM,6,10.2,2014
PJM,6,10.4,2015
PJM,6,9.97,2016
PJM,6,10.01,2017
PJM,6,10.01,2018
PJM,6,9.61,2019
PJM,6,9.64,2020
PJM,6,10,2021
PJM,6,12.05,2022
PJM,6,12.23,2023
PJM,6,12.43,2024
PJM,3,7.75,2001
PJM,3,7.93,2002
PJM,3,7.91,2003
PJM,3,7.88,2004
PJM,3,7.96,2005
PJM,3,8.4,2006
PJM,3,8.86,2007
PJM,3,9.06,2008
PJM,3,9.42,2009
PJM,3,10.15,2010
PJM,3,10.37,2011
PJM,3,9.85,2012
PJM,3,9.7,2013
PJM,3,10.65,2014
PJM,3,10.51,2015
PJM,3,10.23,2016
PJM,3,10.19,2017
PJM,3,10.02,2018
PJM,3,9.97,2019
PJM,3,9.6,2020
PJM,3,9.56,2021
PJM,3,10.86,2022
PJM,3,12.71,2023
PJM,3,12.51,2024
PJM,3,13.41,2025
PJM,5,8,2001
PJM,5,7.97,2002
PJM,5,7.92,2003
PJM,5,8.03,2004
PJM,5,8.2,2005
PJM,5,8.63,2006
PJM,5,9.21,2007
PJM,5,9.25,2008
PJM,5,9.59,2009
PJM,5,10.29,2010
PJM,5,10.33,2011
PJM,5,9.68,2012
PJM,5,9.6,2013
PJM,5,9.78,2014
PJM,5,10.05,2015
PJM,5,9.99,2016
PJM,5,9.97,2017
PJM,5,9.9,2018
PJM,5,9.56,2019
PJM,5,9.87,2020
PJM,5,9.43,2021
PJM,5,11.06,2022
PJM,5,12.1,2023
PJM,5,12.21,2024
